Measure Mode: wall_time
Thread ID: 69917501084600
Fiber ID: 69917530404360
Total: 54.721102
Sort by: self_time

 %self      total      self      wait     child     calls  name
 19.17     19.015    10.492     8.524     0.000     6000   IO#gets
Thread ID: 69917533228380
Fiber ID: 69917561679920
Total: 1.195662
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.196     0.000     1.196     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917561678120
Fiber ID: 69917562000620
Total: 1.184494
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.01      1.184     0.000     1.184     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917562011420
Fiber ID: 69917565892780
Total: 1.091624
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.092     0.000     1.092     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917565892640
Fiber ID: 69917502214440
Total: 1.085280
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.085     0.000     1.085     0.000        1   Stomp::Client#start_listeners
  0.00      0.000     0.000     0.000     0.000        1   IO#gets
  0.00      0.000     0.000     0.000     0.000        2   Mutex#synchronize
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#_init_line_read
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#receive
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#socket
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#__old_receive
  0.00      0.000     0.000     0.000     0.000        2   Stomp::Connection#closed?
  0.00      0.000     0.000     0.000     0.000        1   Kernel#nil?
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#_receive
  0.00      0.000     0.000     0.000     0.000        1   NilClass#nil?

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917506608700
Fiber ID: 69917507091340
Total: 1.067756
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.068     0.000     1.068     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917511408280
Fiber ID: 69917511485240
Total: 1.058340
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.058     0.000     1.058     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917517944300
Fiber ID: 69917518128780
Total: 1.037916
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.038     0.000     1.038     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917518142780
Fiber ID: 69917519915340
Total: 1.032047
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.12      1.032     0.001     1.031     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917519960840
Fiber ID: 69917520167220
Total: 1.030532
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.031     0.000     1.031     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917520196460
Fiber ID: 69917521069800
Total: 1.023877
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.17      1.024     0.002     1.022     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521090340
Fiber ID: 69917521221360
Total: 1.021785
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.022     0.000     1.022     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521218720
Fiber ID: 69917521927660
Total: 1.009263
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.009     0.000     1.009     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521943660
Fiber ID: 69917522360560
Total: 0.995403
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.995     0.000     0.995     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917522359200
Fiber ID: 69917527704540
Total: 0.988654
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.12      0.989     0.001     0.987     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917527740600
Fiber ID: 69917527798640
Total: 0.987225
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.987     0.000     0.987     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917527798000
Fiber ID: 69917528041600
Total: 0.983912
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.01      0.984     0.000     0.944     0.040        1   Stomp::Client#start_listeners
  0.00      0.040     0.000     0.000     0.040        2   Mutex#synchronize
  0.00      0.040     0.000     0.000     0.040        1   Stomp::Connection#_init_line_read
  0.00      0.040     0.000     0.040     0.000        1   IO#gets
  0.00      0.040     0.000     0.000     0.040        1   Stomp::Connection#__old_receive
  0.00      0.040     0.000     0.000     0.040        1   Stomp::Connection#receive
  0.00      0.000     0.000     0.000     0.000        2   Stomp::Connection#closed?
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#socket
  0.00      0.000     0.000     0.000     0.000        1   Kernel#nil?
  0.00      0.040     0.000     0.000     0.040        1   Stomp::Connection#_receive
  0.00      0.000     0.000     0.000     0.000        1   NilClass#nil?

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528174560
Fiber ID: 69917528190660
Total: 0.940199
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.940     0.000     0.940     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528189920
Fiber ID: 69917528807580
Total: 0.934355
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.34      0.934     0.003     0.931     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528804460
Fiber ID: 69917528902440
Total: 0.930897
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.931     0.000     0.931     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528900680
Fiber ID: 69917529457500
Total: 0.924010
Sort by: self_time

 %self      total      self      wait     child     calls  name
  1.36      0.924     0.013     0.911     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529563800
Fiber ID: 69917530175780
Total: 0.905406
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.70      0.905     0.006     0.899     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917530294380
Fiber ID: 69917531475060
Total: 0.892027
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.70      0.892     0.006     0.886     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917531532740
Fiber ID: 69917531781420
Total: 0.885453
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.885     0.000     0.885     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917531778800
Fiber ID: 69917532686820
Total: 0.879202
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.01      0.879     0.000     0.879     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917533214640
Fiber ID: 69917533286700
Total: 0.874481
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.874     0.000     0.874     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917533284980
Fiber ID: 69917534745860
Total: 0.868922
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.49      0.869     0.004     0.865     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917534804960
Fiber ID: 69917534925040
Total: 0.864387
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.864     0.000     0.864     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917534922000
Fiber ID: 69917536534640
Total: 0.858554
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.01      0.859     0.000     0.859     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917536988020
Fiber ID: 69917537208640
Total: 0.853121
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.01      0.853     0.000     0.853     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917537228320
Fiber ID: 69917561768520
Total: 0.847278
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.20      0.847     0.002     0.846     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917500988940
Fiber ID: 69917510501600
